Date,open,high,low,close,volume,SMA_10,EMA_10,RSI_14,Company_BAJFINANCE,Company_HDFCBANK,Company_ICICIBANK,Company_INFY,Company_ITC,Company_KOTAKBANK,Company_RELIANCE,Company_SBIN,Company_TCS
26-08-2021,2011.9447,2046.4495,2010.0303,2033.5045,213604,3017.29545,2428.531977,51.84059496,0,0,0,1,0,0,0,0,0
26-08-2021,1699.9,1716.4,1689.65,1697.6,2820375,2492.77045,2295.635254,49.56318697,0,0,1,0,0,0,0,0,0
26-08-2021,415,415.8,410,410.8,597448,2386.37545,1952.937935,49.9923266,0,1,0,0,0,0,0,0,0
26-08-2021,206.9,206.9,204.5,204.7,820492,2040.89545,1635.076492,47.81079839,0,0,0,0,1,0,0,0,0
27-08-2021,6941.05,7024.7,6874.9,6963.3,58533,2348.08545,2584.732197,50.02893153,0,0,0,0,0,0,0,0,1
27-08-2021,1722,1728.4,1705,1708.45,110790,2371.31545,2425.408161,50.33263297,0,0,0,0,0,1,0,0,0
27-08-2021,1690,1723.85,1690,1715.9,193872,1849.41545,2296.406678,47.05081792,0,0,0,0,0,0,1,0,0
27-08-2021,410.75,414.5,407.5,412.35,784995,1735.16545,1953.850918,47.96643262,0,0,0,0,0,0,1,0,0
27-08-2021,3657.95,3729,3651.1001,3720.1499,80952,2037.33544,2274.996187,50.07287834,0,0,0,0,0,0,0,1,0
27-08-2021,204.55,206.75,204.55,205.9,584495,1854.57499,1898.796881,48.1856453,0,0,1,0,0,0,0,0,0
27-08-2021,1544,1558.7,1544,1548.7,222704,1839.68499,1835.142902,41.28153413,0,0,0,0,0,1,0,0,0
27-08-2021,2034.7352,2044.1705,2020.0581,2029.9492,178133,2001.59991,1870.562229,50.91397543,0,0,0,0,0,0,0,1,0
27-08-2021,695.5,700.25,689.2,699.6,163029,2051.08991,1657.660006,50.0021727,0,0,0,0,0,0,1,0,0
30-08-2021,1717.6,1739.35,1717,1735.9,118520,2074.01991,1671.885459,49.43131455,0,1,0,0,0,0,0,0,0
30-08-2021,414.5,423.3,413.75,422.7,674347,1419.95991,1444.76083,47.65153816,0,0,0,0,0,0,0,0,0
30-08-2021,2042.0282,2073.9349,2041.6635,2069.4223,161691,1436.07714,1568.948081,53.41560257,0,0,0,0,0,0,1,0,0
30-08-2021,6999,7196.15,6981,7165.65,60309,2111.40714,2586.530248,59.1006536,0,0,0,0,1,0,0,0,0
